req_id,attempt,success,ts_ms
0,1,True,1746420497263
1,1,False,1746420497263
1,2,True,1746420497315
2,1,True,1746420497263
3,1,False,1746420497263
3,2,False,1746420497293
3,3,True,1746420497449
4,1,True,1746420497263
5,1,True,1746420497264
6,1,True,1746420497264
7,1,True,1746420497264
8,1,True,1746420497264
9,1,True,1746420497264
10,1,True,1746420497264
11,1,True,1746420497264
12,1,True,1746420497264
13,1,False,1746420497264
13,2,False,1746420497271
13,3,False,1746420497354
14,1,True,1746420497264
15,1,True,1746420497264
16,1,False,1746420497264
16,2,True,1746420497353
17,1,True,1746420497264
18,1,True,1746420497264
19,1,True,1746420497265
20,1,True,1746420497265
21,1,False,1746420497265
21,2,True,1746420497329
22,1,True,1746420497265
23,1,False,1746420497265
23,2,True,1746420497286
24,1,True,1746420497265
25,1,True,1746420497265
26,1,True,1746420497265
27,1,True,1746420497265
28,1,False,1746420497265
28,2,False,1746420497286
28,3,True,1746420497368
29,1,True,1746420497265
30,1,True,1746420497265
31,1,True,1746420497265
32,1,True,1746420497265
33,1,False,1746420497265
33,2,False,1746420497362
33,3,False,1746420497508
34,1,True,1746420497266
35,1,True,1746420497266
36,1,False,1746420497266
36,2,True,1746420497286
37,1,True,1746420497266
38,1,False,1746420497266
38,2,True,1746420497312
39,1,True,1746420497266
40,1,True,1746420497266
41,1,False,1746420497266
41,2,False,1746420497299
41,3,True,1746420497416
42,1,False,1746420497266
42,2,True,1746420497286
43,1,True,1746420497266
44,1,True,1746420497266
45,1,False,1746420497266
45,2,True,1746420497334
46,1,False,1746420497266
46,2,True,1746420497328
47,1,False,1746420497267
47,2,False,1746420497362
47,3,True,1746420497427
48,1,False,1746420497267
48,2,False,1746420497293
48,3,False,1746420497420
49,1,True,1746420497267
50,1,True,1746420497267
51,1,False,1746420497267
51,2,True,1746420497286
52,1,True,1746420497267
53,1,False,1746420497267
53,2,True,1746420497293
54,1,True,1746420497268
55,1,False,1746420497268
55,2,True,1746420497290
56,1,True,1746420497268
57,1,True,1746420497268
58,1,False,1746420497268
58,2,False,1746420497328
58,3,False,1746420497419
59,1,False,1746420497268
59,2,True,1746420497361
60,1,False,1746420497268
60,2,True,1746420497283
61,1,True,1746420497268
62,1,True,1746420497269
63,1,True,1746420497269
64,1,True,1746420497269
65,1,True,1746420497269
66,1,True,1746420497269
67,1,True,1746420497269
68,1,True,1746420497269
69,1,True,1746420497269
70,1,True,1746420497269
71,1,True,1746420497269
72,1,False,1746420497269
72,2,True,1746420497332
73,1,True,1746420497269
74,1,False,1746420497269
74,2,False,1746420497311
74,3,True,1746420497387
75,1,False,1746420497270
75,2,True,1746420497337
76,1,True,1746420497270
77,1,True,1746420497270
78,1,True,1746420497270
79,1,True,1746420497270
80,1,True,1746420497270
81,1,True,1746420497270
82,1,False,1746420497270
82,2,True,1746420497337
83,1,True,1746420497270
84,1,True,1746420497270
85,1,True,1746420497270
86,1,False,1746420497270
86,2,True,1746420497291
87,1,False,1746420497270
87,2,False,1746420497280
87,3,False,1746420497360
88,1,True,1746420497270
89,1,True,1746420497270
90,1,False,1746420497270
90,2,False,1746420497291
90,3,True,1746420497461
91,1,True,1746420497270
92,1,True,1746420497270
93,1,True,1746420497270
94,1,True,1746420497271
95,1,True,1746420497271
96,1,False,1746420497271
96,2,True,1746420497305
97,1,True,1746420497271
98,1,False,1746420497271
98,2,True,1746420497293
99,1,True,1746420497271
