req_id,attempt,success,ts_ms
0,1,True,1746108788585
1,1,True,1746108788585
2,1,True,1746108788585
3,1,True,1746108788586
4,1,False,1746108788586
4,2,True,1746108788691
5,1,True,1746108788586
6,1,False,1746108788586
6,2,True,1746108788690
7,1,False,1746108788586
7,2,False,1746108788691
7,3,False,1746108788896
8,1,True,1746108788586
9,1,True,1746108788586
10,1,True,1746108788586
11,1,True,1746108788586
12,1,True,1746108788586
13,1,False,1746108788586
13,2,True,1746108788690
14,1,True,1746108788586
15,1,True,1746108788586
16,1,True,1746108788586
17,1,True,1746108788586
18,1,True,1746108788586
19,1,True,1746108788586
20,1,False,1746108788586
20,2,True,1746108788691
21,1,True,1746108788586
22,1,False,1746108788586
22,2,True,1746108788690
23,1,False,1746108788586
23,2,True,1746108788691
24,1,True,1746108788586
25,1,True,1746108788586
26,1,True,1746108788586
27,1,True,1746108788586
28,1,True,1746108788586
29,1,False,1746108788586
29,2,True,1746108788691
30,1,False,1746108788586
30,2,False,1746108788686
30,3,True,1746108788891
31,1,False,1746108788586
31,2,True,1746108788691
32,1,True,1746108788586
33,1,True,1746108788586
34,1,True,1746108788587
35,1,False,1746108788587
35,2,True,1746108788692
36,1,False,1746108788587
36,2,True,1746108788690
37,1,True,1746108788587
38,1,True,1746108788587
39,1,False,1746108788587
39,2,True,1746108788691
40,1,False,1746108788587
40,2,False,1746108788690
40,3,True,1746108788895
41,1,True,1746108788587
42,1,False,1746108788587
42,2,True,1746108788690
43,1,False,1746108788587
43,2,True,1746108788691
44,1,True,1746108788587
45,1,True,1746108788587
46,1,True,1746108788587
47,1,False,1746108788587
47,2,False,1746108788691
47,3,False,1746108788895
48,1,False,1746108788587
48,2,True,1746108788692
49,1,True,1746108788587
50,1,False,1746108788587
50,2,True,1746108788692
51,1,True,1746108788587
52,1,False,1746108788587
52,2,True,1746108788692
53,1,True,1746108788587
54,1,False,1746108788587
54,2,True,1746108788692
55,1,False,1746108788587
55,2,False,1746108788691
55,3,False,1746108788896
56,1,True,1746108788587
57,1,True,1746108788587
58,1,True,1746108788587
59,1,True,1746108788587
60,1,False,1746108788587
60,2,True,1746108788690
61,1,False,1746108788587
61,2,False,1746108788691
61,3,True,1746108788892
62,1,True,1746108788587
63,1,False,1746108788587
63,2,True,1746108788691
64,1,False,1746108788587
64,2,True,1746108788692
65,1,True,1746108788587
66,1,True,1746108788587
67,1,False,1746108788587
67,2,True,1746108788692
68,1,True,1746108788587
69,1,True,1746108788587
70,1,True,1746108788588
71,1,True,1746108788588
72,1,True,1746108788588
73,1,True,1746108788588
74,1,False,1746108788588
74,2,False,1746108788691
74,3,True,1746108788893
75,1,True,1746108788588
76,1,False,1746108788588
76,2,True,1746108788691
77,1,False,1746108788588
77,2,True,1746108788691
78,1,True,1746108788588
79,1,False,1746108788588
79,2,True,1746108788692
80,1,True,1746108788588
81,1,True,1746108788588
82,1,False,1746108788588
82,2,True,1746108788690
83,1,True,1746108788588
84,1,True,1746108788588
85,1,True,1746108788588
86,1,True,1746108788588
87,1,True,1746108788588
88,1,True,1746108788588
89,1,True,1746108788588
90,1,True,1746108788588
91,1,False,1746108788588
91,2,True,1746108788690
92,1,False,1746108788588
92,2,True,1746108788690
93,1,True,1746108788588
94,1,False,1746108788588
94,2,True,1746108788691
95,1,False,1746108788588
95,2,False,1746108788690
95,3,True,1746108788895
96,1,True,1746108788588
97,1,True,1746108788588
98,1,True,1746108788588
99,1,False,1746108788588
99,2,True,1746108788690
