req_id,attempt,success,ts_ms
0,1,True,1746108789302
1,1,True,1746108789302
2,1,True,1746108789302
3,1,True,1746108789302
4,1,False,1746108789302
4,2,False,1746108789328
4,3,False,1746108789453
5,1,False,1746108789302
5,2,False,1746108789387
5,3,False,1746108789570
6,1,True,1746108789302
7,1,True,1746108789302
8,1,True,1746108789302
9,1,True,1746108789302
10,1,True,1746108789302
11,1,True,1746108789302
12,1,True,1746108789302
13,1,True,1746108789302
14,1,False,1746108789302
14,2,False,1746108789328
14,3,False,1746108789522
15,1,True,1746108789302
16,1,False,1746108789302
16,2,True,1746108789399
17,1,True,1746108789302
18,1,True,1746108789302
19,1,True,1746108789302
20,1,True,1746108789302
21,1,False,1746108789302
21,2,True,1746108789393
22,1,True,1746108789302
23,1,False,1746108789302
23,2,True,1746108789399
24,1,False,1746108789302
24,2,False,1746108789404
24,3,True,1746108789543
25,1,False,1746108789302
25,2,True,1746108789310
26,1,False,1746108789302
26,2,True,1746108789372
27,1,True,1746108789302
28,1,False,1746108789302
28,2,True,1746108789336
29,1,True,1746108789302
30,1,False,1746108789302
30,2,False,1746108789399
30,3,True,1746108789522
31,1,True,1746108789303
32,1,True,1746108789303
33,1,False,1746108789303
33,2,True,1746108789368
34,1,True,1746108789303
35,1,True,1746108789303
36,1,True,1746108789303
37,1,True,1746108789303
38,1,False,1746108789303
38,2,True,1746108789392
39,1,False,1746108789303
39,2,True,1746108789354
40,1,True,1746108789303
41,1,True,1746108789303
42,1,True,1746108789303
43,1,True,1746108789303
44,1,True,1746108789303
45,1,False,1746108789303
45,2,True,1746108789356
46,1,True,1746108789303
47,1,True,1746108789303
48,1,True,1746108789303
49,1,False,1746108789303
49,2,True,1746108789362
50,1,True,1746108789303
51,1,False,1746108789303
51,2,True,1746108789368
52,1,True,1746108789303
53,1,False,1746108789303
53,2,True,1746108789312
54,1,True,1746108789303
55,1,False,1746108789303
55,2,True,1746108789328
56,1,True,1746108789303
57,1,True,1746108789303
58,1,False,1746108789303
58,2,True,1746108789332
59,1,True,1746108789303
60,1,True,1746108789303
61,1,False,1746108789304
61,2,True,1746108789368
62,1,True,1746108789304
63,1,True,1746108789304
64,1,True,1746108789304
65,1,True,1746108789304
66,1,True,1746108789304
67,1,False,1746108789304
67,2,False,1746108789309
67,3,True,1746108789444
68,1,True,1746108789304
69,1,False,1746108789304
69,2,True,1746108789305
70,1,True,1746108789304
71,1,False,1746108789304
71,2,True,1746108789314
72,1,True,1746108789304
73,1,False,1746108789304
73,2,True,1746108789394
74,1,False,1746108789304
74,2,False,1746108789353
74,3,True,1746108789356
75,1,False,1746108789304
75,2,True,1746108789387
76,1,True,1746108789304
77,1,False,1746108789304
77,2,False,1746108789344
77,3,True,1746108789495
78,1,True,1746108789304
79,1,False,1746108789304
79,2,False,1746108789328
79,3,False,1746108789436
80,1,True,1746108789304
81,1,False,1746108789304
81,2,True,1746108789376
82,1,True,1746108789304
83,1,True,1746108789304
84,1,False,1746108789304
84,2,False,1746108789337
84,3,True,1746108789442
85,1,True,1746108789304
86,1,True,1746108789304
87,1,True,1746108789304
88,1,True,1746108789304
89,1,True,1746108789304
90,1,True,1746108789304
91,1,True,1746108789304
92,1,True,1746108789304
93,1,True,1746108789304
94,1,False,1746108789304
94,2,True,1746108789356
95,1,False,1746108789304
95,2,True,1746108789353
96,1,True,1746108789304
97,1,False,1746108789304
97,2,True,1746108789393
98,1,False,1746108789304
98,2,False,1746108789354
98,3,True,1746108789427
99,1,True,1746108789304
